date,macro_regime_confirmed,monthly_either_state,VIX_ZSCORE_120D,D_CREDIT_SPREAD_20D,CMDTY_RET60,FLAT_VIX_STRESS,FLAT_CREDIT_DD5_STRESS,STEEP_EITHER_SELL_STRESS,STEEP_CREDIT_DD5_STRESS,STEEP_CMDTY_RET60_NEG10,BACKBONE_V2_ENTRY_SIGNAL,R3_RECOVERY,full_risk_state,steep_slow_growth_overlay_state
2006-04-27,FLAT,HOLD,-0.026893279615861812,-0.040000000000000036,0.0917431192660556,False,False,False,False,False,False,False,NON_RISK,False
2006-04-28,FLAT,HOLD,-0.32877857045918074,-0.07999999999999918,0.10206422018348671,False,False,False,False,False,False,False,NON_RISK,False
2006-05-01,FLAT,HOLD,0.8883496356367157,-0.08999999999999897,0.12500000000000044,False,False,False,False,False,False,False,NON_RISK,False
2006-05-02,FLAT,HOLD,0.19989849768146725,-0.08999999999999897,0.13646788990825742,False,False,False,False,False,False,False,NON_RISK,False
2006-05-03,FLAT,HOLD,0.2139388121259464,-0.08999999999999897,0.10940369772254943,False,False,False,False,False,False,False,NON_RISK,False
2006-05-04,FLAT,HOLD,0.054866986478689476,-0.08999999999999897,0.0917431192660556,False,False,False,False,False,False,False,NON_RISK,False
2006-05-05,FLAT,HOLD,-0.2574099270022294,-0.1299999999999999,0.09862385321100975,False,False,False,False,False,False,False,NON_RISK,False
2006-05-08,FLAT,HOLD,0.2378144358750632,-0.11000000000000032,0.09048167937392537,False,False,False,False,False,False,False,NON_RISK,False
2006-05-09,FLAT,HOLD,0.22692277625569435,-0.11000000000000032,0.1048165417592466,False,False,False,False,False,False,False,NON_RISK,False
2006-05-10,FLAT,HOLD,-0.04432185690210009,-0.11000000000000032,0.12947250506199892,False,False,False,False,False,False,False,NON_RISK,False
2006-05-11,FLAT,HOLD,0.8862013760474993,-0.11000000000000032,0.14610094542897145,False,False,False,False,False,False,False,NON_RISK,False
2006-05-12,FLAT,HOLD,2.9766429018642775,-0.09999999999999964,0.14610094542897145,False,False,False,False,False,False,False,NON_RISK,False
2006-05-15,FLAT,HOLD,2.130882345911801,-0.09999999999999964,0.14610094542897145,False,False,False,False,False,False,False,NON_RISK,False
2006-05-16,FLAT,HOLD,1.8175721619900571,-0.09999999999999964,0.14899943884310174,False,False,False,False,False,False,False,NON_RISK,False
2006-05-17,FLAT,HOLD,4.84929704333088,-0.09999999999999964,0.13450711919594927,True,False,False,False,False,True,False,NON_RISK,False
2006-05-18,FLAT,HOLD,5.0045386436346755,-0.09999999999999964,0.1386132322022593,True,False,False,False,False,True,False,FULL_RISK,False
2006-05-19,FLAT,HOLD,4.667033634926855,-0.040000000000000036,0.12194707935038407,True,False,False,False,False,True,False,FULL_RISK,False
2006-05-22,FLAT,HOLD,4.626016379865007,-0.040000000000000036,0.13329942589201993,True,False,False,False,False,True,False,FULL_RISK,False
2006-05-23,FLAT,HOLD,4.561409129740919,-0.040000000000000036,0.16373323818164032,True,False,False,False,False,True,False,FULL_RISK,False
2006-05-24,FLAT,HOLD,3.6359375980579314,-0.040000000000000036,0.12798554587003075,True,False,False,False,False,True,False,FULL_RISK,False
2006-05-25,FLAT,HOLD,2.2597329057700377,-0.040000000000000036,0.14755019213603648,False,False,False,False,False,False,False,FULL_RISK,False
2006-05-26,FLAT,HOLD,1.381317269167455,0.019999999999998685,0.15213941194861813,False,False,False,False,False,False,False,FULL_RISK,False
2006-05-30,FLAT,HOLD,4.0414062687679655,0.019999999999998685,0.15841943187140073,True,False,False,False,False,True,False,FULL_RISK,False
2006-05-31,FLAT,HOLD,2.5355470393818145,0.019999999999998685,0.14682553192662917,False,False,False,False,False,False,False,FULL_RISK,False
2006-06-01,FLAT,HOLD,1.3261233761500413,0.019999999999998685,0.13426556579281357,False,False,False,False,False,False,False,FULL_RISK,False
2006-06-02,FLAT,HOLD,1.185479598348602,0.03999999999999915,0.16590714509811288,False,False,False,False,False,False,True,FULL_RISK,False
2006-06-05,FLAT,HOLD,2.513828661710784,0.08000000000000007,0.16421634498791193,False,False,False,False,False,False,False,NON_RISK,False
2006-06-06,FLAT,HOLD,2.80060744123608,0.08000000000000007,0.15395095190451236,False,False,False,False,False,False,False,NON_RISK,False
2006-06-07,FLAT,HOLD,2.928256875394434,0.08000000000000007,0.1354732590967429,False,False,False,False,False,False,False,NON_RISK,False
2006-06-08,INVERTED,HOLD,3.0825022040680143,0.08000000000000007,0.12496631261020741,False,False,False,False,False,False,False,NON_RISK,False
2006-06-09,INVERTED,HOLD,2.8368554559231645,0.10000000000000053,0.13740553889832996,False,False,False,False,False,False,False,NON_RISK,False
2006-06-12,INVERTED,HOLD,3.9856358672209757,0.08999999999999986,0.1130639169318246,False,False,False,False,False,False,False,NON_RISK,False
2006-06-13,INVERTED,HOLD,4.782466065993787,0.08999999999999986,0.08194934581058977,False,False,False,False,False,False,False,NON_RISK,False
2006-06-14,INVERTED,HOLD,3.5268710974300337,0.08999999999999986,0.12380851086684741,False,False,False,False,False,False,False,NON_RISK,False
2006-06-15,INVERTED,HOLD,1.208147666692071,0.08999999999999986,0.13030805038094662,False,False,False,False,False,False,False,NON_RISK,False
2006-06-16,INVERTED,HOLD,1.727252126282844,0.10999999999999943,0.13811348935336598,False,False,False,False,False,False,False,NON_RISK,False
2006-06-19,INVERTED,HOLD,1.9185186980828934,0.08000000000000007,0.1130180789852302,False,False,False,False,False,False,False,NON_RISK,False
2006-06-20,INVERTED,HOLD,1.4297314309894664,0.08000000000000007,0.10390700095607741,False,False,False,False,False,False,False,NON_RISK,False
2006-06-21,INVERTED,HOLD,0.9441828631878008,0.08000000000000007,0.11924235559294782,False,False,False,False,False,False,False,NON_RISK,False
2006-06-22,INVERTED,HOLD,1.0708467455387694,0.08000000000000007,0.1049394074303942,False,False,False,False,False,False,False,NON_RISK,False
2006-06-23,INVERTED,HOLD,1.057986265212661,0.1200000000000001,0.09327148808845709,False,False,False,False,False,False,False,NON_RISK,False
2006-06-26,INVERTED,HOLD,0.9348733497418241,0.10000000000000053,0.09329295254876713,False,False,False,False,False,False,False,NON_RISK,False
2006-06-27,INVERTED,HOLD,1.2237506999910974,0.10000000000000053,0.09908769366807202,False,False,False,False,False,False,False,NON_RISK,False
2006-06-28,INVERTED,HOLD,0.9659070592571364,0.10000000000000053,0.0947242670603845,False,False,False,False,False,False,False,NON_RISK,False
2006-06-29,INVERTED,HOLD,-0.13389236346362635,0.10000000000000053,0.12378226322745345,False,False,False,False,False,False,True,NON_RISK,False
2006-06-30,INVERTED,HOLD,-0.12088105681107039,0.08000000000000007,0.11878352480657539,False,False,False,False,False,False,False,NON_RISK,False
2006-07-03,INVERTED,HOLD,-0.14070706986523762,0.08000000000000007,0.11335816199268534,False,False,False,False,False,False,False,NON_RISK,False
2006-07-05,INVERTED,HOLD,0.290012376263903,0.08000000000000007,0.12888997901643218,False,False,False,False,False,False,False,NON_RISK,False
2006-07-06,INVERTED,HOLD,0.08117334762089379,0.08000000000000007,0.11125013540601847,False,False,False,False,False,False,False,NON_RISK,False
2006-07-07,INVERTED,HOLD,0.2016348096746347,0.05999999999999961,0.0900439197683538,False,False,False,False,False,False,False,NON_RISK,False
2006-07-10,INVERTED,HOLD,0.21506853216910776,0.03999999999999915,0.08072737221040938,False,False,False,False,False,False,False,NON_RISK,False
2006-07-11,INVERTED,HOLD,-0.14455585515682443,0.03999999999999915,0.08170623420780965,False,False,False,False,False,False,False,NON_RISK,False
2006-07-12,INVERTED,HOLD,0.3947416647374462,0.03999999999999915,0.07323028816404653,False,False,False,False,False,False,False,NON_RISK,False
2006-07-13,INVERTED,HOLD,1.7031674510145227,0.03999999999999915,0.0715390456926337,False,False,False,False,False,False,False,NON_RISK,False
2006-07-14,INVERTED,HOLD,1.7699068769838164,0.04999999999999982,0.06562030892416582,False,False,False,False,False,False,False,NON_RISK,False
2006-07-17,INVERTED,HOLD,1.9535847908501682,0.03000000000000025,0.04456406965905546,False,False,False,False,False,False,False,NON_RISK,False
2006-07-18,INVERTED,HOLD,1.5712039251838985,0.03000000000000025,0.013002179382653356,False,False,False,False,False,False,False,NON_RISK,False
2006-07-19,INVERTED,HOLD,0.7161625483163457,0.03000000000000025,0.04463648022929445,False,False,False,False,False,False,True,NON_RISK,False
2006-07-20,INVERTED,HOLD,0.9547209769057974,0.03000000000000025,0.03786477466361182,False,False,False,False,False,False,False,NON_RISK,False
2006-07-21,INVERTED,HOLD,1.3860235850052107,0.04999999999999982,0.048991483169854355,False,False,False,False,False,False,False,NON_RISK,False
2006-07-24,INVERTED,HOLD,0.45614487609765947,0.009999999999999787,0.08297613576140184,False,False,False,False,False,False,True,NON_RISK,False
2006-07-25,INVERTED,HOLD,0.3988916268834704,0.009999999999999787,0.06001238108794649,False,False,False,False,False,False,False,NON_RISK,False
2006-07-26,INVERTED,HOLD,0.30666006756158737,0.009999999999999787,0.04559402491307085,False,False,False,False,False,False,False,NON_RISK,False
2006-07-27,INVERTED,HOLD,0.42230396203107134,0.009999999999999787,0.044607180109949685,False,False,False,False,False,False,False,NON_RISK,False
2006-07-28,INVERTED,HOLD,0.185630975373845,-0.020000000000000462,0.05822491278431352,False,False,False,False,False,False,False,NON_RISK,False
2006-07-31,INVERTED,HOLD,0.41750467882790343,-0.020000000000000462,0.10178164577973048,False,False,False,False,False,False,False,NON_RISK,False
2006-08-01,INVERTED,HOLD,0.4484772969766255,-0.020000000000000462,0.09598041267570956,False,False,False,False,False,False,False,NON_RISK,False
2006-08-02,INVERTED,HOLD,0.17406870428709503,-0.020000000000000462,0.11966844869286364,False,False,False,False,False,False,False,NON_RISK,False
2006-08-03,INVERTED,HOLD,0.214852701358756,-0.020000000000000462,0.09136764209539883,False,False,False,False,False,False,False,NON_RISK,False
2006-08-04,INVERTED,HOLD,0.16595717041969407,-0.009999999999998899,0.06176949454474312,False,False,False,False,False,False,False,NON_RISK,False
2006-08-07,INVERTED,HOLD,0.49622157145719115,-0.009999999999998899,0.06090620420755344,False,False,False,False,False,False,False,NON_RISK,False
2006-08-08,INVERTED,HOLD,0.4872349682869363,-0.009999999999998899,0.05416230180617698,False,False,False,False,False,False,False,NON_RISK,False
2006-08-09,INVERTED,HOLD,0.4652793074362341,-0.009999999999998899,0.05837726492524964,False,False,False,False,False,False,False,NON_RISK,False
2006-08-10,INVERTED,HOLD,0.17448177515420638,-0.009999999999998899,0.029220083119179563,False,False,False,False,False,False,False,NON_RISK,False
2006-08-11,INVERTED,HOLD,0.107189249606726,-0.019999999999999574,0.038322332408341486,False,False,False,False,False,False,False,NON_RISK,False
2006-08-14,INVERTED,HOLD,0.08442825484598646,-0.019999999999999574,0.01771320791605535,False,False,False,False,False,False,False,NON_RISK,False
2006-08-15,INVERTED,HOLD,-0.24505195356418058,-0.019999999999999574,0.03209903910034306,False,False,False,False,False,False,False,NON_RISK,False
2006-08-16,INVERTED,HOLD,-0.640169353281807,-0.019999999999999574,0.027280450681916646,False,False,False,False,False,False,False,NON_RISK,False
2006-08-17,INVERTED,HOLD,-0.7094043478852969,-0.019999999999999574,-0.020547933057936008,False,False,False,False,False,False,False,NON_RISK,False
2006-08-18,INVERTED,HOLD,-0.9383570638157421,-0.019999999999999574,0.01670232932113258,False,False,False,False,False,False,False,NON_RISK,False
2006-08-21,INVERTED,HOLD,-0.7171345719428524,-0.019999999999999574,0.01083981020905811,False,False,False,False,False,False,False,NON_RISK,False
2006-08-22,INVERTED,HOLD,-0.7312237085801216,-0.019999999999999574,0.010482180293501342,False,False,False,False,False,False,False,NON_RISK,False
2006-08-23,INVERTED,HOLD,-0.6517029121647897,-0.019999999999999574,-0.0091742990835878,False,False,False,False,False,False,False,NON_RISK,False
2006-08-24,INVERTED,HOLD,-0.6501775471301089,-0.019999999999999574,0.00905648361646949,False,False,False,False,False,False,False,NON_RISK,False
2006-08-25,INVERTED,HOLD,-0.683562437729869,0.010000000000000675,0.021720574013801563,False,False,False,False,False,False,False,NON_RISK,False
2006-08-28,INVERTED,HOLD,-0.733393632261845,0.010000000000000675,-0.031489562508052904,False,False,False,False,False,False,False,NON_RISK,False
2006-08-29,INVERTED,HOLD,-0.6926913091148332,0.010000000000000675,-0.036099572399345026,False,False,False,False,False,False,False,NON_RISK,False
2006-08-30,INVERTED,HOLD,-0.7178630042220316,0.010000000000000675,-0.028362088525313744,False,False,False,False,False,False,False,NON_RISK,False
2006-08-31,INVERTED,HOLD,-0.6877691210833436,0.010000000000000675,-0.008721561476884299,False,False,False,False,False,False,False,NON_RISK,False
2006-09-01,INVERTED,HOLD,-0.8316301152787913,0.03999999999999915,-0.015781011494396924,False,False,False,False,False,False,False,NON_RISK,False
2006-09-05,INVERTED,HOLD,-0.5756520188382199,0.03999999999999915,-0.02909318723088461,False,False,False,False,False,False,False,NON_RISK,False
2006-09-06,INVERTED,HOLD,-0.14601256078978928,0.03999999999999915,-0.026986320013743237,False,False,False,False,False,False,False,NON_RISK,False
2006-09-07,INVERTED,HOLD,-0.09691238603990893,0.03999999999999915,-0.005198486117454437,False,False,False,False,False,False,False,NON_RISK,False
2006-09-08,INVERTED,HOLD,-0.38679385908678615,0.02999999999999936,-0.02937313471175651,False,False,False,False,False,False,False,NON_RISK,False
2006-09-11,INVERTED,HOLD,-0.46015137425900754,0.02999999999999936,-0.05891236114057152,False,False,False,False,False,False,False,NON_RISK,False
2006-09-12,INVERTED,HOLD,-0.8897317439464417,0.02999999999999936,-0.078141185017232,False,False,False,False,False,False,False,NON_RISK,False
2006-09-13,INVERTED,HOLD,-1.1844976424974905,0.02999999999999936,-0.07695634594425182,False,False,False,False,False,False,False,NON_RISK,False
2006-09-14,INVERTED,HOLD,-1.0397343026557717,0.02999999999999936,-0.09051445865447805,False,False,False,False,False,False,False,NON_RISK,False
2006-09-15,INVERTED,HOLD,-0.9579681514987354,0.019999999999999574,-0.09976451615200388,False,False,False,False,False,False,False,NON_RISK,False
2006-09-18,INVERTED,HOLD,-0.9512820172598602,0.0,-0.09626864370252464,False,False,False,False,False,False,False,NON_RISK,False
2006-09-19,INVERTED,HOLD,-0.8781026634404577,0.0,-0.09077317149066366,False,False,False,False,False,False,False,NON_RISK,False
2006-09-20,INVERTED,HOLD,-1.1133308993251265,0.0,-0.11702575963403583,False,False,False,False,False,False,False,NON_RISK,False
2006-09-21,INVERTED,HOLD,-0.7737296277605349,0.0,-0.10532426974779996,False,False,False,False,False,False,False,NON_RISK,False
2006-09-22,INVERTED,HOLD,-0.642408617347833,0.0,-0.11858499238961762,False,False,False,False,False,False,False,NON_RISK,False
2006-09-25,INVERTED,HOLD,-0.8379590814020065,0.0,-0.13138229430626014,False,False,False,False,False,False,False,NON_RISK,False
2006-09-26,INVERTED,HOLD,-1.0795674664709358,0.0,-0.13628389275720465,False,False,False,False,False,False,False,NON_RISK,False
2006-09-27,INVERTED,HOLD,-1.0602668134875275,0.0,-0.1224279835390939,False,False,False,False,False,False,False,NON_RISK,False
2006-09-28,INVERTED,HOLD,-1.0000784239775775,0.0,-0.1299734980896461,False,False,False,False,False,False,False,NON_RISK,False
2006-09-29,INVERTED,HOLD,-0.8936550779518726,0.020000000000000462,-0.1290717077330612,False,False,False,False,False,False,False,NON_RISK,False
2006-10-02,INVERTED,HOLD,-0.6531505961906275,8.881784197001252e-16,-0.13119834710743694,False,False,False,False,False,False,False,NON_RISK,False
2006-10-03,INVERTED,HOLD,-0.783755391962965,8.881784197001252e-16,-0.14980257098396355,False,False,False,False,False,False,False,NON_RISK,False
2006-10-04,INVERTED,HOLD,-0.9339477797275126,8.881784197001252e-16,-0.1488529521715658,False,False,False,False,False,False,False,NON_RISK,False
2006-10-05,INVERTED,HOLD,-0.8822236015995316,8.881784197001252e-16,-0.1448950567246312,False,False,False,False,False,False,False,NON_RISK,False
2006-10-06,INVERTED,HOLD,-1.0523132083407738,0.020000000000000462,-0.15999999999999892,False,False,False,False,False,False,False,NON_RISK,False
2006-10-09,INVERTED,HOLD,-1.0065455640233683,0.020000000000000462,-0.15402983859996766,False,False,False,False,False,False,False,NON_RISK,False
2006-10-10,INVERTED,HOLD,-1.0701665827652598,0.020000000000000462,-0.14519427402862872,False,False,False,False,False,False,False,NON_RISK,False
2006-10-11,INVERTED,HOLD,-1.0300933602855624,0.020000000000000462,-0.1393800040591303,False,False,False,False,False,False,False,NON_RISK,False
2006-10-12,INVERTED,HOLD,-1.2383300430799629,0.020000000000000462,-0.14936865172640834,False,False,False,False,False,False,False,NON_RISK,False
2006-10-13,INVERTED,HOLD,-1.36621868948011,0.03000000000000025,-0.13249894208042523,False,False,False,False,False,False,False,NON_RISK,False
2006-10-16,INVERTED,HOLD,-1.2248668015053987,0.03000000000000025,-0.10944021962065165,False,False,False,False,False,False,False,NON_RISK,False
2006-10-17,INVERTED,HOLD,-0.9686072706325107,0.03000000000000025,-0.10153220062723345,False,False,False,False,False,False,False,NON_RISK,False
2006-10-18,INVERTED,HOLD,-1.122439620411152,0.03000000000000025,-0.10265686865099077,False,False,False,False,False,False,False,NON_RISK,False
2006-10-19,INVERTED,HOLD,-1.2856408876815186,0.03000000000000025,-0.09753593429157992,False,False,False,False,False,False,False,NON_RISK,False
2006-10-20,INVERTED,HOLD,-1.381253523166478,0.020000000000000462,-0.11312310499189215,False,False,False,False,False,False,False,NON_RISK,False
2006-10-23,INVERTED,HOLD,-1.1969567014429816,0.020000000000000462,-0.10996807536639508,False,False,False,False,False,False,False,NON_RISK,False
2006-10-24,INVERTED,HOLD,-1.3063365387499652,0.020000000000000462,-0.12530119256322048,False,False,False,False,False,False,False,NON_RISK,False
2006-10-25,INVERTED,HOLD,-1.3452940577553596,0.020000000000000462,-0.10351054383854563,False,False,False,False,False,False,False,NON_RISK,False
2006-10-26,INVERTED,HOLD,-1.3725379001692128,0.020000000000000462,-0.12621164746383418,False,False,False,False,False,False,False,NON_RISK,False
2006-10-27,INVERTED,HOLD,-1.2702925849321962,-0.0600000000000005,-0.11418268951556032,False,False,False,False,False,False,False,NON_RISK,False
2006-10-30,INVERTED,HOLD,-1.1115510027654814,-0.0600000000000005,-0.1363545059557515,False,False,False,False,False,False,False,NON_RISK,False
2006-10-31,INVERTED,HOLD,-1.1411788036303545,-0.0600000000000005,-0.1473976610828296,False,False,False,False,False,False,False,NON_RISK,False
2006-11-01,INVERTED,HOLD,-0.9709769920300565,-0.0600000000000005,-0.1397441477572985,False,False,False,False,False,False,False,NON_RISK,False
2006-11-02,INVERTED,HOLD,-0.9945404941536211,-0.0600000000000005,-0.14675430190282002,False,False,False,False,False,False,False,NON_RISK,False
2006-11-03,INVERTED,HOLD,-1.0816930175794013,-0.08000000000000096,-0.11376636338369239,False,False,False,False,False,False,False,NON_RISK,False
2006-11-06,INVERTED,HOLD,-1.063732765619509,-0.08000000000000096,-0.10395737325819099,False,False,False,False,False,False,True,NON_RISK,False
2006-11-07,INVERTED,HOLD,-1.0723886383633452,-0.08000000000000096,-0.09577907703393573,False,False,False,False,False,False,False,NON_RISK,False
2006-11-08,INVERTED,HOLD,-1.18175286933902,-0.08000000000000096,-0.08533406343131367,False,False,False,False,False,False,False,NON_RISK,False
2006-11-09,INVERTED,HOLD,-1.0664228866923036,-0.08000000000000096,-0.0757261410788369,False,False,False,False,False,False,False,NON_RISK,False
2006-11-10,INVERTED,HOLD,-1.1343530809462652,-0.08000000000000007,-0.08137316040081854,False,False,False,False,False,False,False,NON_RISK,False
2006-11-13,INVERTED,HOLD,-1.0901326548790153,-0.08000000000000007,-0.09646164484094055,False,False,False,False,False,False,False,NON_RISK,False
2006-11-14,INVERTED,HOLD,-1.2077048271454531,-0.08000000000000007,-0.10671525247266944,False,False,False,False,False,False,False,NON_RISK,False
2006-11-15,INVERTED,HOLD,-1.2596921834562056,-0.08000000000000007,-0.10089212631288802,False,False,False,False,False,False,False,NON_RISK,False
2006-11-16,INVERTED,HOLD,-1.3010994833148755,-0.08000000000000007,-0.08691081071048712,False,False,False,False,False,False,False,NON_RISK,False
2006-11-17,INVERTED,HOLD,-1.3200515224297027,-0.0600000000000005,-0.08766436957824819,False,False,False,False,False,False,False,NON_RISK,False
2006-11-20,INVERTED,HOLD,-1.327058691680642,-0.0600000000000005,-0.0892038117588203,False,False,False,False,False,False,False,NON_RISK,False
2006-11-21,INVERTED,HOLD,-1.3302236984309346,-0.0600000000000005,-0.04791442544702429,False,False,False,False,False,False,False,NON_RISK,False
2006-11-22,INVERTED,HOLD,-1.218981190676721,-0.0600000000000005,-0.05811450633942472,False,False,False,False,False,False,False,NON_RISK,False
2006-11-24,INVERTED,HOLD,-0.9804562990622833,-0.05000000000000071,-0.041576944857853015,False,False,False,False,False,False,False,NON_RISK,False
2006-11-27,INVERTED,HOLD,-0.37026456381906164,0.009999999999999787,-0.04130901287553557,False,False,False,False,False,False,False,NON_RISK,False
2006-11-28,INVERTED,HOLD,-0.6195840883860392,0.009999999999999787,-0.017670170618161896,False,False,False,False,False,False,True,NON_RISK,False
2006-11-29,INVERTED,HOLD,-0.9156978302422103,0.009999999999999787,0.003499509062159234,False,False,False,False,False,False,False,NON_RISK,False
2006-11-30,INVERTED,HOLD,-0.8846729029892614,0.009999999999999787,0.023204419889503614,False,False,False,False,False,False,False,NON_RISK,False
2006-12-01,INVERTED,HOLD,-0.5844110252926629,0.019999999999999574,0.02935286042059637,False,False,False,False,False,False,False,NON_RISK,False
2006-12-04,INVERTED,HOLD,-0.7877722364552545,0.03000000000000025,0.02371273778108063,False,False,False,False,False,False,False,NON_RISK,False
2006-12-05,INVERTED,HOLD,-0.7550674576328728,0.03000000000000025,0.038752565145512285,False,False,False,False,False,False,False,NON_RISK,False
2006-12-06,INVERTED,HOLD,-0.7146817286821369,0.03000000000000025,0.05148607682773809,False,False,False,False,False,False,False,NON_RISK,False
2006-12-07,INVERTED,HOLD,-0.03723759622366083,0.03000000000000025,0.04918032786885296,False,False,False,False,False,False,False,NON_RISK,False
2006-12-08,INVERTED,HOLD,-0.3254613334737668,0.03000000000000025,0.062052505966587734,False,False,False,False,False,False,False,NON_RISK,False
2006-12-11,INVERTED,HOLD,-1.0061187682792232,0.02999999999999936,0.051843014965443635,False,False,False,False,False,False,False,NON_RISK,False
2006-12-12,INVERTED,HOLD,-1.0219832886844284,0.02999999999999936,0.03857498140397064,False,False,False,False,False,False,False,NON_RISK,False
2006-12-13,INVERTED,HOLD,-1.2479779448264663,0.02999999999999936,0.03782000264098628,False,False,False,False,False,False,False,NON_RISK,False
2006-12-14,INVERTED,HOLD,-1.3371215420730993,0.02999999999999936,0.07368418132289234,False,False,False,False,False,False,False,NON_RISK,False
2006-12-15,INVERTED,HOLD,-1.2812321697674536,0.040000000000000036,0.06128227876107828,False,False,False,False,False,False,False,NON_RISK,False
2006-12-18,INVERTED,HOLD,-0.9765584240261375,0.03000000000000025,0.06385526178685264,False,False,False,False,False,False,False,NON_RISK,False
2006-12-19,INVERTED,HOLD,-1.1189389559554093,0.03000000000000025,0.06977302797379092,False,False,False,False,False,False,False,NON_RISK,False
2006-12-20,INVERTED,HOLD,-1.1222673355511708,0.03000000000000025,0.06808408883050165,False,False,False,False,False,False,False,NON_RISK,False
2006-12-21,INVERTED,HOLD,-0.9652328929979037,0.03000000000000025,0.03845250620512264,False,False,False,False,False,False,False,NON_RISK,False
2006-12-22,INVERTED,HOLD,-0.5174427456681088,0.019999999999999574,0.036585380691406044,False,False,False,False,False,False,False,NON_RISK,False
