date,spy_price,SPY_return,GOLD_return,IEF_return,DBC_return,DBB_return,DBA_return,DGS10,DGS1,DTB3,VIX_LEVEL,WAAA,WBAA,oil_price,oil_ma_252d,oil_price_to_ma,oil_level_regime,oil_level_reason,GS10,GS1,TERM_SPREAD_10Y_1Y,CREDIT_SPREAD_BAA_AAA,D_CREDIT_SPREAD_20D,D_CREDIT_SPREAD_15D,CASH_return,daily_rf,spy_drawdown_from_previous_high,SPY_MA20,SPY_MA50,SPY_CROSS_ABOVE_MA20,SPY_above_MA20,SPY_above_MA50,VIX_ZSCORE_120D,CREDIT_LEVEL_Z_252D,DBC_price,DBC_RET60,DBC_RET20,macro_regime_raw,macro_regime_confirmed,monthly_either_state,refined_regime_confirmed,final_regime_confirmed,flat_refined_state,steep_rate_regime_confirmed,trigger_lock_full_risk_state,trigger_lock_active_locks,trigger_lock_anchor_state,trigger_lock_locks_added_today,trigger_lock_locks_unlocked_today,trigger_lock_entry_signal,trigger_lock_exit_signal,final_allocation_state,trigger_lock_vix_entry_condition,trigger_lock_credit_entry_condition,trigger_lock_cmdty_entry_condition,REGIME_ONLY_REFERENCE_return,REGIME_ONLY_REFERENCE_nav,REGIME_ONLY_REFERENCE_drawdown,REGIME_ONLY_REFERENCE_turnover,REGIME_ONLY_REFERENCE_transaction_cost,REGIME_ONLY_REFERENCE_weight_SPY,REGIME_ONLY_REFERENCE_weight_GOLD,REGIME_ONLY_REFERENCE_weight_IEF,REGIME_ONLY_REFERENCE_weight_DBC,REGIME_ONLY_REFERENCE_weight_DBB,REGIME_ONLY_REFERENCE_weight_DBA,REGIME_ONLY_REFERENCE_weight_CASH,FINAL_REGIME_HEDGE_TRIGGER_LOCK_return,FINAL_REGIME_HEDGE_TRIGGER_LOCK_nav,FINAL_REGIME_HEDGE_TRIGGER_LOCK_drawdown,FINAL_REGIME_HEDGE_TRIGGER_LOCK_turnover,FINAL_REGIME_HEDGE_TRIGGER_LOCK_transaction_cost,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_SPY,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_GOLD,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_IEF,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_DBC,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_DBB,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_DBA,FINAL_REGIME_HEDGE_TRIGGER_LOCK_weight_CASH,SPY_BUY_HOLD_return,SPY_BUY_HOLD_nav,SPY_BUY_HOLD_drawdown,SPY_BUY_HOLD_turnover,SPY_BUY_HOLD_transaction_cost,SPY_BUY_HOLD_weight_SPY,SPY_BUY_HOLD_weight_GOLD,SPY_BUY_HOLD_weight_IEF,SPY_BUY_HOLD_weight_DBC,SPY_BUY_HOLD_weight_DBB,SPY_BUY_HOLD_weight_DBA,SPY_BUY_HOLD_weight_CASH,SPY_CASH_TIMING_return,SPY_CASH_TIMING_nav,SPY_CASH_TIMING_drawdown,SPY_CASH_TIMING_turnover,SPY_CASH_TIMING_transaction_cost,SPY_CASH_TIMING_weight_SPY,SPY_CASH_TIMING_weight_GOLD,SPY_CASH_TIMING_weight_IEF,SPY_CASH_TIMING_weight_DBC,SPY_CASH_TIMING_weight_DBB,SPY_CASH_TIMING_weight_DBA,SPY_CASH_TIMING_weight_CASH,recovery_flat_low_active,full_risk_state,final_state
2011-09-26,89.970947265625,0.0237797318270136,-0.0138923728304566,-0.0041688933750493,0.0033900220591485,0.0036139311469909,0.0136078108118238,1.91,0.1,0.02,39.02,4.06,5.28,80.23999786376953,92.87916673932757,-0.13608185042218168,OIL_LEVEL_MID,STAY_MID,1.91,0.1,1.8099999999999998,1.2200000000000006,0.16999999999999993,0.15000000000000036,7.935717540874521e-07,7.935717540874521e-07,-0.19057140809761353,91.51838150024415,93.42237564086913,False,False,False,1.7128770576465135,2.178968752670595,1.2124299017240059,-0.08011038748578048,-0.10030396086284732,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0237797318270136,1.6817367587016163,-0.1318076733756801,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237797318270136,3.335758686780787,-0.04344958884546668,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237797318270136,0.9125644432910794,-0.19057140809759365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.7507548786406073,-0.048264989819822524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-09-27,90.97715759277344,0.0111837249437616,0.019355267269433,-0.0066610903100209,0.0168919116330059,0.0185184636763737,0.0058938807929351,2.0,0.1,0.01,37.71,4.15,5.39,84.44999694824219,92.91198418632386,-0.09107530435591793,OIL_LEVEL_MID,STAY_MID,2.0,0.1,1.9,1.2399999999999993,0.1899999999999995,0.129999999999999,3.968056356828953e-07,3.968056356828953e-07,-0.1815189813641609,91.39471855163575,93.23045516967774,False,False,False,1.5351090380988826,2.316743217450321,1.2329101604851418,-0.06586200402027687,-0.08818569918536101,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0111837249437616,1.7005448400387484,-0.1220980491964293,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111837249437616,3.373064894412507,-0.03275179215227231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111837249437616,0.9227703130183038,-0.1815189813641409,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968056356828953e-07,1.7507555733500098,-0.04826461216600686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-09-28,89.11953735351562,-0.0204185345905483,-0.027454420270526,0.0001910637826583,-0.0269472495150828,-0.0429293102575984,-0.0221353732159801,2.03,0.12,0.02,41.08,4.1,5.38,81.20999908447266,92.92527783106244,-0.1260720335739871,OIL_LEVEL_MID,STAY_MID,2.03,0.12,1.9099999999999997,1.2800000000000002,0.20000000000000018,0.15000000000000036,7.935717540874521e-07,7.935717540874521e-07,-0.19823116435488397,91.16585350036621,92.96873336791992,False,False,False,1.8637597730026778,2.6043202668398737,1.199686622760868,-0.10309629083762972,-0.12454327369576323,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,-0.0204185345905483,1.6658222063996388,-0.14002352054602174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0204185345905483,3.304191852189781,-0.052501583141857044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0204185345905483,0.9039286954628085,-0.19823116435486432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.750756962700181,-0.048263856895685686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-09-29,89.82392120361328,0.0079038095463124,0.0094737915502136,0.0,0.0117602966892569,0.0232189842794152,0.0226364392469931,1.99,0.11,0.02,38.84,4.01,5.29,82.13999938964844,92.93388893490746,-0.11614589326848523,OIL_LEVEL_MID,STAY_MID,1.99,0.11,1.88,1.2800000000000002,0.20999999999999996,0.15000000000000036,7.935717540874521e-07,7.935717540874521e-07,-0.1918941361777764,90.951416015625,92.72233139038086,False,False,False,1.5848915930531202,2.5645923396599017,1.2137952933786684,-0.09223939770086997,-0.11571608910017062,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0079038095463124,1.6789885478570394,-0.13322643023810932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079038095463124,3.3303075552939663,-0.04501273610957768,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079038095463124,0.9110731757151932,-0.19189413617775652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.750758352051455,-0.048263101624765214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-09-30,87.57926177978516,-0.0249895505979962,0.0022828193869255,0.0063216214652193,-0.0344958060924821,-0.043321313573453,-0.0341797499956301,1.92,0.13,0.02,42.96,3.96,5.22,79.19999694824219,92.92444447108677,-0.1476946954158539,OIL_LEVEL_MID,STAY_MID,1.92,0.13,1.79,1.2599999999999998,0.20999999999999996,0.1200000000000001,7.935717540874521e-07,7.935717540874521e-07,-0.2120883385502994,90.67402877807618,92.40269958496094,False,False,False,1.9811564219159785,2.373534975257753,1.1719244463023104,-0.14166671178764267,-0.14023380951656272,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,-0.0249895505979962,1.6370313785869097,-0.15488671221667993,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0249895505979962,3.2470846661340587,-0.06887743866100937,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0249895505979962,0.8883058664921812,-0.21208833855027998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.7507597414038314,-0.04826234635324533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-03,85.08695220947266,-0.0284577595159378,0.0183475211949082,0.0092600487322811,-0.0050484682566015,0.0080863336771046,-0.0033703750264834,1.8,0.12,0.02,45.45,3.8,5.11,77.61000061035156,92.90912700834728,-0.1646676369763026,OIL_LEVEL_MID,STAY_MID,1.8,0.12,1.6800000000000002,1.3100000000000005,0.2400000000000002,0.13999999999999968,7.935717540874521e-07,7.935717540874521e-07,-0.234510539131638,90.39099578857422,92.03183456420898,False,False,False,2.1832857469649403,2.7187487273308624,1.166008022936018,-0.14514503415125246,-0.13997990988224962,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,-0.0284577595159378,1.5904451332950393,-0.1789367429241412,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0284577595159378,3.1546799115773267,-0.09537510059145826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0284577595159378,0.86302667176695,-0.23451053913161912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.7507611307573103,-0.04826159108112604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-04,86.95233154296875,0.021923212490956,-0.0206262871877274,-0.0051022651300954,-0.0019516319678072,0.0074865200522882,0.0050727718621368,1.81,0.11,0.01,40.82,3.79,5.14,75.66999816894531,92.8807539864192,-0.18529948432578824,OIL_LEVEL_MID,STAY_MID,1.81,0.11,1.7,1.3499999999999996,0.23999999999999932,0.17999999999999972,3.968056356828953e-07,3.968056356828953e-07,-0.21772855102143351,90.23434257507324,91.7098289489746,False,False,False,1.6597527964845902,2.967198042392579,1.1637324044037363,-0.14021518792796617,-0.13876729308179359,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.021923212490956,1.6253127999074735,-0.1609363986707506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021923212490956,3.223840629619787,-0.07554281669711504,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021923212490956,0.8819469888774595,-0.2177285510214142,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968056356828953e-07,1.7507618254691937,-0.04826121342596179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-05,88.5622329711914,0.0185147585999703,0.0115453395792024,-0.0041788212484068,0.0140789982401581,0.0047771176522823,0.0094212024389346,1.92,0.1,0.0,37.81,3.92,5.28,79.68000030517578,92.86666667272173,-0.14199568951923358,OIL_LEVEL_MID,STAY_MID,1.92,0.1,1.8199999999999998,1.3600000000000003,0.23000000000000043,0.16999999999999993,0.0,0.0,-0.2032449839839463,90.0311294555664,91.42772064208984,False,False,False,1.3215322971612913,2.9807027418158007,1.1801165908773514,-0.13566667448763403,-0.13451263353592746,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0185147585999703,1.6554050740472022,-0.1454013386421178,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185147585999703,3.2835292606419735,-0.058426715112253724,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185147585999703,0.8982760244744964,-0.20324498398392654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7507618254691937,-0.04826121342596179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-06,90.16446685791016,0.0180916157256325,0.0064592922107742,-0.0069628185350928,0.0208252545232996,0.0184892322893004,0.003333374752741,2.01,0.09,0.01,36.27,3.99,5.35,82.58999633789062,92.87031745910645,-0.1106954450300286,OIL_LEVEL_MID,STAY_MID,2.01,0.09,1.9199999999999997,1.3599999999999994,0.22999999999999954,0.14999999999999947,3.968056356828953e-07,3.968056356828953e-07,-0.18883039840671356,89.95615348815917,91.21970062255859,True,True,False,1.1419451294717948,2.921268921201639,1.204692819249541,-0.12956264772168902,-0.11055109985040723,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0180916157256325,1.6853540265171265,-0.12994026806119097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180916157256325,3.3429336102493785,-0.041392133064543035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180916157256325,0.9145272891248379,-0.18883039840669358,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968056356828953e-07,1.7507625201813528,-0.04826083577064755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-07,89.56073760986328,-0.0066958666655045,-0.0081625819212687,-0.005185961892328,-0.0045334056769077,0.0,-0.0069767716158137,2.1,0.11,0.01,36.2,4.05,5.42,82.9800033569336,92.87158729916527,-0.10650818221043346,OIL_LEVEL_MID,STAY_MID,2.1,0.11,1.99,1.37,0.23000000000000043,0.16000000000000014,3.968056356828953e-07,3.968056356828953e-07,-0.1942618819020927,89.97111625671387,91.00545822143555,False,False,False,1.1156426805743975,2.9352426308376045,1.199231457983825,-0.1286376083494677,-0.10037561017879226,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,-0.0066958666655045,1.6740691206713967,-0.13576607201727786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0066958666655045,3.320549772523515,-0.047810843526046476,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0066958666655045,0.9084037363348928,-0.19426188190207272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968056356828953e-07,1.7507632148937875,-0.048260458115183535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-10,92.55615234375,0.0334456237613303,0.0256942567211335,-0.0105234882456793,0.0223908793633675,0.0254148298711547,0.0066912098874456,2.1,0.11,0.01,33.02,4.05,5.42,85.41000366210938,92.8842857300289,-0.0804687467764329,OIL_LEVEL_MID,STAY_MID,2.1,0.11,1.99,1.37,0.1999999999999993,0.1299999999999999,3.968056356828953e-07,3.968056356828953e-07,-0.16731346795402768,90.10697364807129,90.86483047485352,True,True,True,0.7725544465616253,2.878584732417806,1.2260833048882962,-0.11701085277095646,-0.07802872270099515,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0334456237613303,1.7300594066318333,-0.10686122922019115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334456237613303,3.4316076308961074,-0.015964283249000233,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334456237613303,0.9387858659237364,-0.16731346795400703,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.968056356828953e-07,1.750763909606498,-0.04826008045956953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-11,92.6490249633789,0.0010034191923189,-0.0071660325738268,0.0033183488506858,0.0074238583462509,-0.0202326443089295,0.0136258255693455,2.18,0.12,0.02,32.86,4.06,5.5,85.80999755859375,92.90071429903546,-0.07632575049549783,OIL_LEVEL_MID,STAY_MID,2.18,0.12,2.06,1.4400000000000004,0.27000000000000046,0.1900000000000004,7.935717540874521e-07,7.935717540874521e-07,-0.16647793430658742,90.20627937316894,90.73453094482421,False,True,True,0.7425773765892401,3.2931702973639707,1.23518557366449,-0.10547140194031912,-0.06831452466450805,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0010034191923189,1.7317953814442997,-0.1059650366361865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010034191923189,3.4350509718534568,-0.014976882924884971,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010034191923189,0.939727861679082,-0.16647793430656666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.7507652989632847,-0.048259325185652124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-12,93.46175384521484,0.0087721255799204,0.0071560046862648,-0.0034040587158279,0.0018424123931408,0.0149715758691928,-0.0016393645370836,2.24,0.09,0.02,31.26,4.13,5.57,85.56999969482422,92.91087301950606,-0.0790098412178375,OIL_LEVEL_MID,STAY_MID,2.24,0.09,2.1500000000000004,1.4400000000000004,0.25,0.34000000000000075,7.935717540874521e-07,7.935717540874521e-07,-0.15916617407269007,90.2834644317627,90.67115386962891,False,True,True,0.5640713733384081,3.2139091640749986,1.2374612948732384,-0.10998360358288461,-0.06209029830431312,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0087721255799204,1.7469869080090554,-0.0981224496647195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087721255799204,3.465183670351983,-0.006336136442777418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087721255799204,0.947971272492681,-0.1591661740726691,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.750766688321174,-0.04825856991113531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-13,93.2759780883789,-0.0019877195664828,-0.0058801389647108,0.0040002198873891,0.0022066796304429,-0.008647026508474,0.0118226025203169,2.19,0.11,0.02,30.7,4.06,5.48,84.2300033569336,92.91698413425021,-0.09349185036790819,OIL_LEVEL_MID,STAY_MID,2.19,0.11,2.08,1.4200000000000008,0.21000000000000085,0.22000000000000064,7.935717540874521e-07,7.935717540874521e-07,-0.16083751592064643,90.27204856872558,90.5935888671875,False,True,True,0.49435516701549315,3.011715907880503,1.2401919755060968,-0.11092981751839148,-0.06389555245259426,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,-0.0019877195664828,1.7435143879496164,-0.09991512931809254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019877195664828,3.4582958569689675,-0.008311261546877002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019877195664828,0.9460869714458837,-0.16083751592062545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.750768077680166,-0.04825781463601919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-14,94.87042999267578,0.0170939178229376,0.0067775158597858,-0.0049566514795176,0.0227522322672282,0.0123140119724254,0.0120091941983444,2.26,0.11,0.02,28.24,4.13,5.52,86.80000305175781,92.93900795588418,-0.06605412559428647,OIL_LEVEL_MID,STAY_MID,2.26,0.11,2.15,1.3899999999999997,0.17999999999999972,0.16999999999999948,7.935717540874521e-07,7.935717540874521e-07,-0.14649294137770186,90.31268424987793,90.63892990112305,False,True,True,0.22630745590095816,2.7595038501042533,1.268409111388764,-0.08622945321726838,-0.03830223351198214,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0170939178229376,1.7733178796203366,-0.0845291525049865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170939178229376,3.5174116821554007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0170939178229376,0.9622593043891317,-0.14649294137768032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935717540874521e-07,1.7507694670402603,-0.04825705936030378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-17,93.05925750732422,-0.0190910116618148,-0.0047735545191697,0.0065439664466322,-0.0143523411061926,-0.0217940893361051,-0.0080179880072834,2.18,0.12,0.04,33.39,4.0,5.44,86.37999725341797,92.95210317581419,-0.07070421967715368,OIL_LEVEL_MID,STAY_MID,2.18,0.12,2.06,1.4400000000000004,0.20000000000000018,0.21999999999999975,1.5869854708139286e-06,1.5869854708139286e-06,-0.16278725458730148,90.3095890045166,90.65081878662109,False,True,True,0.755700088921488,3.023580337945241,1.25020447115991,-0.10666672340415329,-0.03580204797615938,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,-0.0190910116618148,1.7394634473004,-0.10200641713056535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0190910116618148,3.4502607347119683,-0.019091011661814816,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0190910116618148,0.9438888007873489,-0.16278725458728027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5869854708139286e-06,1.750772245485967,-0.04825554895808515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-18,94.878173828125,0.0195457858736689,-0.0047964506377877,-0.0010677435552711,0.0054605912507348,0.0056994186513033,-0.0012933161924221,2.19,0.12,0.04,31.56,3.96,5.42,88.33999633789062,92.98722221737816,-0.04997703736781833,OIL_LEVEL_MID,STAY_MID,2.19,0.12,2.07,1.46,0.20999999999999996,0.22000000000000064,1.5869854708139286e-06,1.5869854708139286e-06,-0.14642327353475826,90.4028564453125,90.81951843261719,False,True,True,0.5500843063188707,3.0838679822560775,1.2570313267567554,-0.09738552670819012,-0.028832605776087483,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,0.0195457858736689,1.7734626273764076,-0.08445442684387061,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195457858736689,3.517698792240976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195457858736689,0.9623378491760927,-0.14642327353473672,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5869854708139286e-06,1.7507750239360833,-0.048254038553469436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
2011-10-19,93.7558822631836,-0.0118287644002769,-0.012172523883343,0.0015548337320072,-0.0195511704457934,-0.0340031314404138,-0.0087406865952193,2.18,0.11,0.03,34.44,3.97,5.39,86.11000061035156,93.00444445534357,-0.07413026211131668,OIL_LEVEL_MID,STAY_MID,2.18,0.11,2.0700000000000003,1.4199999999999995,0.31999999999999984,0.13999999999999924,1.1902983632072761e-06,1.1902983632072761e-06,-0.1565200315296752,90.57700881958007,90.88538162231445,False,True,True,0.841722919246657,2.7774262822616294,1.2324548930316324,-0.12191962262240474,-0.03354741914253645,STEEP,STEEP,HOLD,STEEP_LOW_RATE,STEEP_LOW_RATE,STEEP_LOW_RATE_NORMAL,STEEP_LOW_RATE,FULL_RISK,CREDIT,CREDIT,,,False,False,STEEP_LOW_RATE_STRESS,False,False,False,-0.0118287644002769,1.752484755784476,-0.09528419972645097,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0118287644002769,3.476088761996419,-0.011828764400276914,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0118287644002769,0.9509545814847195,-0.15652003152965388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1902983632072761e-06,1.7507771078807286,-0.0482529056918094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,FULL_RISK,FULL_RISK
